2020-01-22,,WA,1,0
2020-01-23,,WA,1,0
2020-01-24,,WA,1,0
2020-01-24,,IL,1,0
2020-01-25,,WA,1,0
2020-01-25,,IL,1,0
2020-01-26,,WA,1,0
2020-01-26,,IL,1,0
2020-01-26,,CA,2,0
2020-01-26,,AZ,1,0
2020-01-27,,WA,1,0
2020-01-27,,IL,1,0
2020-01-27,,CA,2,0
2020-01-27,,AZ,1,0
2020-01-28,,WA,1,0
2020-01-28,,IL,1,0
2020-01-28,,CA,2,0
2020-01-28,,AZ,1,0
2020-01-29,,WA,1,0
2020-01-29,,IL,1,0
2020-01-29,,CA,2,0
2020-01-29,,AZ,1,0
2020-01-30,,WA,1,0
2020-01-30,,IL,1,0
2020-01-30,,CA,2,0
2020-01-30,,AZ,1,0
2020-01-31,,IL,2,0
2020-01-31,,CA,2,0
2020-01-31,,WA,1,0
2020-01-31,,AZ,1,0
2020-02-01,Chicago,IL,2,0
2020-02-01,Boston,MA,1,0
2020-02-01,Los Angeles,CA,1,0
2020-02-01,Orange,CA,1,0
2020-02-01,Santa Clara,CA,1,0
2020-02-01,Seattle,WA,1,0
2020-02-01,Tempe,AZ,1,0
2020-02-02,Chicago,IL,2,0
2020-02-02,Boston,MA,1,0
2020-02-02,Los Angeles,CA,1,0
2020-02-02,Orange,CA,1,0
2020-02-02,Santa Clara,CA,1,0
2020-02-02,Seattle,WA,1,0
2020-02-02,Tempe,AZ,1,0
2020-02-03,Chicago,IL,2,0
2020-02-03,San Benito,CA,2,0
2020-02-03,Santa Clara,CA,2,0
2020-02-03,Boston,MA,1,0
2020-02-03,Los Angeles,CA,1,0
2020-02-03,Orange,CA,1,0
2020-02-03,Seattle,WA,1,0
2020-02-03,Tempe,AZ,1,0
2020-02-04,Chicago,IL,2,0
2020-02-04,San Benito,CA,2,0
2020-02-04,Santa Clara,CA,2,0
2020-02-04,Boston,MA,1,0
2020-02-04,Los Angeles,CA,1,0
2020-02-04,Orange,CA,1,0
2020-02-04,Seattle,WA,1,0
2020-02-04,Tempe,AZ,1,0
2020-02-05,Chicago,IL,2,0
2020-02-05,San Benito,CA,2,0
2020-02-05,Santa Clara,CA,2,0
2020-02-05,Boston,MA,1,0
2020-02-05,Los Angeles,CA,1,0
2020-02-05,Madison,WI,1,0
2020-02-05,Orange,CA,1,0
2020-02-05,Seattle,WA,1,0
2020-02-05,Tempe,AZ,1,0
2020-02-06,Chicago,IL,2,0
2020-02-06,San Benito,CA,2,0
2020-02-06,Santa Clara,CA,2,0
2020-02-06,Boston,MA,1,0
2020-02-06,Los Angeles,CA,1,0
2020-02-06,Madison,WI,1,0
2020-02-06,Orange,CA,1,0
2020-02-06,Seattle,WA,1,0
2020-02-06,Tempe,AZ,1,0
2020-02-07,Chicago,IL,2,0
2020-02-07,San Benito,CA,2,0
2020-02-07,Santa Clara,CA,2,0
2020-02-07,Boston,MA,1,0
2020-02-07,Los Angeles,CA,1,0
2020-02-07,Madison,WI,1,0
2020-02-07,Orange,CA,1,0
2020-02-07,Seattle,WA,1,0
2020-02-07,Tempe,AZ,1,0
2020-02-08,Chicago,IL,2,0
2020-02-08,San Benito,CA,2,0
2020-02-08,Santa Clara,CA,2,0
2020-02-08,Boston,MA,1,0
2020-02-08,Los Angeles,CA,1,0
2020-02-08,Madison,WI,1,0
2020-02-08,Orange,CA,1,0
2020-02-08,Seattle,WA,1,0
